snapshot_date,forecast_date,queue,demand
03/06/2026,15/02/2027,complaints,4135
03/06/2026,22/02/2027,complaints,3852
03/06/2026,01/03/2027,complaints,3731
03/06/2026,08/03/2027,complaints,3744
03/06/2026,15/03/2027,complaints,3830
03/06/2026,22/03/2027,complaints,4332
03/06/2026,29/03/2027,complaints,4477
03/06/2026,05/04/2027,complaints,5447
03/06/2026,12/04/2027,complaints,4939
03/06/2026,19/04/2027,complaints,3840
03/06/2026,26/04/2027,complaints,3844
03/06/2026,04/05/2026,retentions,5480
03/06/2026,11/05/2026,retentions,5436
03/06/2026,18/05/2026,retentions,5858
03/06/2026,25/05/2026,retentions,5539
03/06/2026,01/06/2026,retentions,5222
03/06/2026,08/06/2026,retentions,5212
03/06/2026,15/06/2026,retentions,5855
03/06/2026,22/06/2026,retentions,5320
03/06/2026,29/06/2026,retentions,5561
03/06/2026,06/07/2026,retentions,5632
03/06/2026,13/07/2026,retentions,5189
03/06/2026,20/07/2026,retentions,5070
03/06/2026,27/07/2026,retentions,4565
03/06/2026,03/08/2026,retentions,5086
03/06/2026,10/08/2026,retentions,5608
03/06/2026,17/08/2026,retentions,6068
03/06/2026,24/08/2026,retentions,5961
03/06/2026,31/08/2026,retentions,5643
03/06/2026,07/09/2026,retentions,5157
03/06/2026,14/09/2026,retentions,5195
03/06/2026,21/09/2026,retentions,5182
03/06/2026,28/09/2026,retentions,5280
03/06/2026,05/10/2026,retentions,5590
03/06/2026,12/10/2026,retentions,5733
03/06/2026,19/10/2026,retentions,5996
03/06/2026,26/10/2026,retentions,5751
03/06/2026,02/11/2026,retentions,5718
03/06/2026,09/11/2026,retentions,5482
03/06/2026,16/11/2026,retentions,5833
03/06/2026,23/11/2026,retentions,5978
03/06/2026,30/11/2026,retentions,6561
03/06/2026,07/12/2026,retentions,6956
03/06/2026,14/12/2026,retentions,6948
03/06/2026,21/12/2026,retentions,6131
03/06/2026,28/12/2026,retentions,5878
03/06/2026,04/01/2027,retentions,5590
03/06/2026,11/01/2027,retentions,5769
03/06/2026,18/01/2027,retentions,5915
03/06/2026,25/01/2027,retentions,6049
03/06/2026,01/02/2027,retentions,5614
03/06/2026,08/02/2027,retentions,5443
03/06/2026,15/02/2027,retentions,5599
03/06/2026,22/02/2027,retentions,5533
03/06/2026,01/03/2027,retentions,6017
03/06/2026,08/03/2027,retentions,5940
03/06/2026,15/03/2027,retentions,6087
03/06/2026,22/03/2027,retentions,5587
03/06/2026,29/03/2027,retentions,5441
03/06/2026,05/04/2027,retentions,5950
03/06/2026,12/04/2027,retentions,5465
03/06/2026,19/04/2027,retentions,6039
03/06/2026,26/04/2027,retentions,5542
03/06/2026,04/05/2026,sales,10204
03/06/2026,11/05/2026,sales,9399
03/06/2026,18/05/2026,sales,11050
03/06/2026,25/05/2026,sales,11445
03/06/2026,01/06/2026,sales,11053
03/06/2026,08/06/2026,sales,12369
03/06/2026,15/06/2026,sales,11739
03/06/2026,22/06/2026,sales,10049
03/06/2026,29/06/2026,sales,9628
03/06/2026,06/07/2026,sales,8546
03/06/2026,13/07/2026,sales,9348
03/06/2026,20/07/2026,sales,9881
03/06/2026,27/07/2026,sales,9971
03/06/2026,03/08/2026,sales,11065
03/06/2026,10/08/2026,sales,11094
03/06/2026,17/08/2026,sales,11071
03/06/2026,24/08/2026,sales,10663
03/06/2026,31/08/2026,sales,10546
03/06/2026,07/09/2026,sales,11658
03/06/2026,14/09/2026,sales,10566
03/06/2026,21/09/2026,sales,11058
03/06/2026,28/09/2026,sales,10475
03/06/2026,05/10/2026,sales,9727
03/06/2026,12/10/2026,sales,10364
03/06/2026,19/10/2026,sales,11515
03/06/2026,26/10/2026,sales,11509
03/06/2026,02/11/2026,sales,13059
03/06/2026,09/11/2026,sales,13882
03/06/2026,16/11/2026,sales,14337
03/06/2026,23/11/2026,sales,13932
03/06/2026,30/11/2026,sales,13961
03/06/2026,07/12/2026,sales,13648
03/06/2026,14/12/2026,sales,14493
03/06/2026,21/12/2026,sales,12275
03/06/2026,28/12/2026,sales,12016
03/06/2026,04/01/2027,sales,10598
03/06/2026,11/01/2027,sales,11962
03/06/2026,18/01/2027,sales,13853
03/06/2026,25/01/2027,sales,12259
03/06/2026,01/02/2027,sales,12691
03/06/2026,08/02/2027,sales,10325
03/06/2026,15/02/2027,sales,11633
03/06/2026,22/02/2027,sales,11835
03/06/2026,01/03/2027,sales,11225
03/06/2026,08/03/2027,sales,12217
03/06/2026,15/03/2027,sales,11717
03/06/2026,22/03/2027,sales,11537
03/06/2026,29/03/2027,sales,12713
03/06/2026,05/04/2027,sales,11289
03/06/2026,12/04/2027,sales,11716
03/06/2026,19/04/2027,sales,10895
03/06/2026,26/04/2027,sales,11314
03/06/2026,04/05/2026,billing,15900
03/06/2026,11/05/2026,billing,16289
03/06/2026,18/05/2026,billing,16806
03/06/2026,25/05/2026,billing,15378
03/06/2026,01/06/2026,billing,15059
03/06/2026,08/06/2026,billing,14480
03/06/2026,15/06/2026,billing,16047
03/06/2026,22/06/2026,billing,15680
03/06/2026,29/06/2026,billing,15216
03/06/2026,06/07/2026,billing,16117
03/06/2026,13/07/2026,billing,13576
03/06/2026,20/07/2026,billing,12743
03/06/2026,27/07/2026,billing,12829
03/06/2026,03/08/2026,billing,13813
03/06/2026,10/08/2026,billing,15282
03/06/2026,17/08/2026,billing,16841
03/06/2026,24/08/2026,billing,14811
03/06/2026,31/08/2026,billing,16240
03/06/2026,07/09/2026,billing,15395
03/06/2026,14/09/2026,billing,15304
03/06/2026,21/09/2026,billing,13726
03/06/2026,28/09/2026,billing,14882
03/06/2026,05/10/2026,billing,13955
03/06/2026,12/10/2026,billing,15296
03/06/2026,19/10/2026,billing,16039
03/06/2026,26/10/2026,billing,15019
03/06/2026,02/11/2026,billing,15553
03/06/2026,09/11/2026,billing,14913
03/06/2026,16/11/2026,billing,16050
03/06/2026,23/11/2026,billing,17576
03/06/2026,30/11/2026,billing,18965
03/06/2026,07/12/2026,billing,17779
03/06/2026,14/12/2026,billing,17707
03/06/2026,21/12/2026,billing,15525
03/06/2026,28/12/2026,billing,16443
03/06/2026,04/01/2027,billing,16640
03/06/2026,11/01/2027,billing,17572
03/06/2026,18/01/2027,billing,16835
03/06/2026,25/01/2027,billing,16294
03/06/2026,01/02/2027,billing,15001
03/06/2026,08/02/2027,billing,18933
03/06/2026,15/02/2027,billing,15921
03/06/2026,22/02/2027,billing,15113
03/06/2026,01/03/2027,billing,16508
03/06/2026,08/03/2027,billing,15937
03/06/2026,15/03/2027,billing,15725
03/06/2026,22/03/2027,billing,15008
03/06/2026,29/03/2027,billing,15885
03/06/2026,05/04/2027,billing,14594
03/06/2026,12/04/2027,billing,16294
03/06/2026,19/04/2027,billing,15776
03/06/2026,26/04/2027,billing,14736
03/06/2026,04/05/2026,complaints,3695
03/06/2026,11/05/2026,complaints,3464
03/06/2026,18/05/2026,complaints,3554
03/06/2026,25/05/2026,complaints,3415
03/06/2026,01/06/2026,complaints,3756
03/06/2026,08/06/2026,complaints,3556
03/06/2026,15/06/2026,complaints,3716
03/06/2026,22/06/2026,complaints,3449
03/06/2026,29/06/2026,complaints,3836
03/06/2026,06/07/2026,complaints,4014
03/06/2026,13/07/2026,complaints,3709
03/06/2026,20/07/2026,complaints,3294
03/06/2026,27/07/2026,complaints,3210
03/06/2026,03/08/2026,complaints,3499
03/06/2026,10/08/2026,complaints,3576
03/06/2026,17/08/2026,complaints,4428
03/06/2026,24/08/2026,complaints,3650
03/06/2026,31/08/2026,complaints,3871
03/06/2026,07/09/2026,complaints,3400
03/06/2026,14/09/2026,complaints,3895
03/06/2026,21/09/2026,complaints,4102
03/06/2026,28/09/2026,complaints,3943
03/06/2026,05/10/2026,complaints,4268
03/06/2026,12/10/2026,complaints,3759
03/06/2026,19/10/2026,complaints,4365
03/06/2026,26/10/2026,complaints,4294
03/06/2026,02/11/2026,complaints,4202
03/06/2026,09/11/2026,complaints,4005
03/06/2026,16/11/2026,complaints,3915
03/06/2026,23/11/2026,complaints,4129
03/06/2026,30/11/2026,complaints,4536
03/06/2026,07/12/2026,complaints,4861
03/06/2026,14/12/2026,complaints,4431
03/06/2026,21/12/2026,complaints,4113
03/06/2026,28/12/2026,complaints,4363
03/06/2026,04/01/2027,complaints,4254
03/06/2026,11/01/2027,complaints,3553
03/06/2026,18/01/2027,complaints,4098
03/06/2026,25/01/2027,complaints,3681
03/06/2026,01/02/2027,complaints,3657
03/06/2026,08/02/2027,complaints,3857
03/06/2026,15/02/2027,complaints,3961
03/06/2026,22/02/2027,complaints,3621
03/06/2026,01/03/2027,complaints,3375
03/06/2026,08/03/2027,complaints,4443
03/06/2026,15/03/2027,complaints,4133
03/06/2026,22/03/2027,complaints,4211
03/06/2026,29/03/2027,complaints,4402
03/06/2026,05/04/2027,complaints,4551
03/06/2026,12/04/2027,complaints,4316
03/06/2026,19/04/2027,complaints,3855
03/06/2026,26/04/2027,complaints,3581
03/06/2026,04/05/2026,retentions,5510
03/06/2026,11/05/2026,retentions,5694
03/06/2026,18/05/2026,retentions,5882
03/06/2026,25/05/2026,retentions,5234
03/06/2026,01/06/2026,retentions,5494
03/06/2026,08/06/2026,retentions,5219
03/06/2026,15/06/2026,retentions,5733
03/06/2026,22/06/2026,retentions,5173
03/06/2026,29/06/2026,retentions,5663
03/06/2026,06/07/2026,retentions,5141
03/06/2026,13/07/2026,retentions,5110
03/06/2026,20/07/2026,retentions,4725
03/06/2026,27/07/2026,retentions,5877
03/06/2026,03/08/2026,retentions,4819
03/06/2026,10/08/2026,retentions,5421
03/06/2026,17/08/2026,retentions,5893
03/06/2026,24/08/2026,retentions,6074
03/06/2026,31/08/2026,retentions,5780
03/06/2026,07/09/2026,retentions,4971
03/06/2026,14/09/2026,retentions,6383
03/06/2026,21/09/2026,retentions,4913
03/06/2026,28/09/2026,retentions,5299
03/06/2026,05/10/2026,retentions,6701
03/06/2026,12/10/2026,retentions,5849
03/06/2026,19/10/2026,retentions,5503
03/06/2026,26/10/2026,retentions,5369
03/06/2026,02/11/2026,retentions,5573
03/06/2026,09/11/2026,retentions,5244
03/06/2026,16/11/2026,retentions,5766
03/06/2026,23/11/2026,retentions,5775
03/06/2026,30/11/2026,retentions,6865
03/06/2026,07/12/2026,retentions,7310
03/06/2026,14/12/2026,retentions,6713
03/06/2026,21/12/2026,retentions,6068
03/06/2026,28/12/2026,retentions,5817
03/06/2026,04/01/2027,retentions,5218
03/06/2026,11/01/2027,retentions,5598
03/06/2026,18/01/2027,retentions,5954
03/06/2026,25/01/2027,retentions,5711
03/06/2026,01/02/2027,retentions,5578
03/06/2026,08/02/2027,retentions,5962
03/06/2026,15/02/2027,retentions,5562
03/06/2026,22/02/2027,retentions,5857
03/06/2026,01/03/2027,retentions,5698
03/06/2026,08/03/2027,retentions,5527
03/06/2026,15/03/2027,retentions,5782
03/06/2026,22/03/2027,retentions,5605
03/06/2026,29/03/2027,retentions,5824
03/06/2026,05/04/2027,retentions,5699
03/06/2026,12/04/2027,retentions,5504
03/06/2026,19/04/2027,retentions,5714
03/06/2026,26/04/2027,retentions,5893
03/06/2026,04/05/2026,sales,9906
03/06/2026,11/05/2026,sales,11524
03/06/2026,18/05/2026,sales,10381
03/06/2026,25/05/2026,sales,9460
03/06/2026,01/06/2026,sales,10876
03/06/2026,08/06/2026,sales,11013
03/06/2026,15/06/2026,sales,11350
03/06/2026,22/06/2026,sales,10813
03/06/2026,29/06/2026,sales,10251
03/06/2026,06/07/2026,sales,8515
03/06/2026,13/07/2026,sales,9858
03/06/2026,20/07/2026,sales,10027
03/06/2026,27/07/2026,sales,11232
03/06/2026,03/08/2026,sales,10515
03/06/2026,10/08/2026,sales,10622
03/06/2026,17/08/2026,sales,11178
03/06/2026,24/08/2026,sales,11196
03/06/2026,31/08/2026,sales,11547
03/06/2026,07/09/2026,sales,10887
03/06/2026,14/09/2026,sales,12184
03/06/2026,21/09/2026,sales,10007
03/06/2026,28/09/2026,sales,9987
03/06/2026,05/10/2026,sales,10917
03/06/2026,12/10/2026,sales,10730
03/06/2026,19/10/2026,sales,12429
03/06/2026,26/10/2026,sales,12810
03/06/2026,02/11/2026,sales,12821
03/06/2026,09/11/2026,sales,13986
03/06/2026,16/11/2026,sales,13816
03/06/2026,23/11/2026,sales,13547
03/06/2026,30/11/2026,sales,14602
03/06/2026,07/12/2026,sales,14126
03/06/2026,14/12/2026,sales,13300
03/06/2026,21/12/2026,sales,12037
03/06/2026,28/12/2026,sales,11263
03/06/2026,04/01/2027,sales,10985
03/06/2026,11/01/2027,sales,12326
03/06/2026,18/01/2027,sales,12158
03/06/2026,25/01/2027,sales,12004
03/06/2026,01/02/2027,sales,11753
03/06/2026,08/02/2027,sales,11847
03/06/2026,15/02/2027,sales,11411
03/06/2026,22/02/2027,sales,9369
03/06/2026,01/03/2027,sales,11225
03/06/2026,08/03/2027,sales,10484
03/06/2026,15/03/2027,sales,12000
03/06/2026,22/03/2027,sales,12690
03/06/2026,29/03/2027,sales,12887
03/06/2026,05/04/2027,sales,12451
03/06/2026,12/04/2027,sales,11771
03/06/2026,19/04/2027,sales,10942
03/06/2026,26/04/2027,sales,11359
03/06/2026,04/05/2026,billing,16029
03/06/2026,11/05/2026,billing,17148
03/06/2026,18/05/2026,billing,19484
03/06/2026,25/05/2026,billing,17624
03/06/2026,01/06/2026,billing,16111
03/06/2026,08/06/2026,billing,15360
03/06/2026,15/06/2026,billing,16582
03/06/2026,22/06/2026,billing,17128
03/06/2026,29/06/2026,billing,18484
03/06/2026,06/07/2026,billing,16448
03/06/2026,13/07/2026,billing,15774
03/06/2026,20/07/2026,billing,11591
03/06/2026,27/07/2026,billing,11884
03/06/2026,03/08/2026,billing,12780
03/06/2026,10/08/2026,billing,15423
03/06/2026,17/08/2026,billing,17566
03/06/2026,24/08/2026,billing,17443
03/06/2026,31/08/2026,billing,17212
03/06/2026,07/09/2026,billing,16726
03/06/2026,14/09/2026,billing,17330
03/06/2026,21/09/2026,billing,15491
03/06/2026,28/09/2026,billing,16273
03/06/2026,05/10/2026,billing,16770
03/06/2026,12/10/2026,billing,16227
03/06/2026,19/10/2026,billing,15922
03/06/2026,26/10/2026,billing,16404
03/06/2026,02/11/2026,billing,15522
03/06/2026,09/11/2026,billing,16065
03/06/2026,16/11/2026,billing,18498
03/06/2026,23/11/2026,billing,20380
03/06/2026,30/11/2026,billing,21807
03/06/2026,07/12/2026,billing,20801
03/06/2026,14/12/2026,billing,22431
03/06/2026,21/12/2026,billing,17896
03/06/2026,28/12/2026,billing,18696
03/06/2026,04/01/2027,billing,19657
03/06/2026,11/01/2027,billing,19711
03/06/2026,18/01/2027,billing,18842
03/06/2026,25/01/2027,billing,15703
03/06/2026,01/02/2027,billing,16079
03/06/2026,08/02/2027,billing,16052
03/06/2026,15/02/2027,billing,17018
03/06/2026,22/02/2027,billing,16569
03/06/2026,01/03/2027,billing,17633
03/06/2026,08/03/2027,billing,16754
03/06/2026,15/03/2027,billing,16748
03/06/2026,22/03/2027,billing,14995
03/06/2026,29/03/2027,billing,17055
03/06/2026,05/04/2027,billing,16107
03/06/2026,12/04/2027,billing,16588
03/06/2026,19/04/2027,billing,17256
03/06/2026,26/04/2027,billing,16724
03/06/2026,04/05/2026,complaints,4512
03/06/2026,11/05/2026,complaints,3653
03/06/2026,18/05/2026,complaints,3557
03/06/2026,25/05/2026,complaints,3358
03/06/2026,01/06/2026,complaints,3590
03/06/2026,08/06/2026,complaints,3903
03/06/2026,15/06/2026,complaints,3835
03/06/2026,22/06/2026,complaints,4456
03/06/2026,29/06/2026,complaints,4425
03/06/2026,06/07/2026,complaints,4390
03/06/2026,13/07/2026,complaints,3920
03/06/2026,20/07/2026,complaints,3218
03/06/2026,27/07/2026,complaints,3199
03/06/2026,03/08/2026,complaints,4356
03/06/2026,10/08/2026,complaints,3543
03/06/2026,17/08/2026,complaints,3687
03/06/2026,24/08/2026,complaints,3308
03/06/2026,31/08/2026,complaints,3678
03/06/2026,07/09/2026,complaints,3946
03/06/2026,14/09/2026,complaints,4092
03/06/2026,21/09/2026,complaints,4040
03/06/2026,28/09/2026,complaints,4761
03/06/2026,05/10/2026,complaints,4851
03/06/2026,12/10/2026,complaints,4738
03/06/2026,19/10/2026,complaints,4478
03/06/2026,26/10/2026,complaints,4405
03/06/2026,02/11/2026,complaints,5026
03/06/2026,09/11/2026,complaints,4408
03/06/2026,16/11/2026,complaints,4508
03/06/2026,23/11/2026,complaints,4363
03/06/2026,30/11/2026,complaints,5173
03/06/2026,07/12/2026,complaints,5473
03/06/2026,14/12/2026,complaints,5165
03/06/2026,21/12/2026,complaints,4927
03/06/2026,28/12/2026,complaints,4342
03/06/2026,04/01/2027,complaints,4827
03/06/2026,11/01/2027,complaints,4305
03/06/2026,18/01/2027,complaints,3934
03/06/2026,25/01/2027,complaints,4124
03/06/2026,01/02/2027,complaints,4134
03/06/2026,08/02/2027,complaints,3709
03/06/2026,15/02/2027,complaints,4229
03/06/2026,22/02/2027,complaints,4235
03/06/2026,01/03/2027,complaints,4067
03/06/2026,08/03/2027,complaints,4117
03/06/2026,15/03/2027,complaints,3940
03/06/2026,22/03/2027,complaints,4390
03/06/2026,29/03/2027,complaints,4832
03/06/2026,05/04/2027,complaints,5238
03/06/2026,12/04/2027,complaints,4372
03/06/2026,19/04/2027,complaints,4176
03/06/2026,26/04/2027,complaints,3929
03/06/2026,04/05/2026,retentions,6116
03/06/2026,11/05/2026,retentions,6257
03/06/2026,18/05/2026,retentions,7147
03/06/2026,25/05/2026,retentions,5935
03/06/2026,01/06/2026,retentions,5941
03/06/2026,08/06/2026,retentions,5715
03/06/2026,15/06/2026,retentions,5820
03/06/2026,22/06/2026,retentions,5571
03/06/2026,29/06/2026,retentions,5835
03/06/2026,06/07/2026,retentions,5519
03/06/2026,13/07/2026,retentions,5419
03/06/2026,20/07/2026,retentions,4802
03/06/2026,27/07/2026,retentions,4784
03/06/2026,03/08/2026,retentions,5416
03/06/2026,10/08/2026,retentions,5918
03/06/2026,17/08/2026,retentions,6739
03/06/2026,24/08/2026,retentions,6373
03/06/2026,31/08/2026,retentions,5936
03/06/2026,07/09/2026,retentions,5474
03/06/2026,14/09/2026,retentions,5679
03/06/2026,21/09/2026,retentions,5331
03/06/2026,28/09/2026,retentions,5892
03/06/2026,05/10/2026,retentions,5969
03/06/2026,12/10/2026,retentions,6179
03/06/2026,19/10/2026,retentions,5953
03/06/2026,26/10/2026,retentions,5942
03/06/2026,02/11/2026,retentions,5428
03/06/2026,09/11/2026,retentions,5601
03/06/2026,16/11/2026,retentions,6590
03/06/2026,23/11/2026,retentions,6652
03/06/2026,30/11/2026,retentions,7770
03/06/2026,07/12/2026,retentions,8025
03/06/2026,14/12/2026,retentions,7795
03/06/2026,21/12/2026,retentions,6675
03/06/2026,28/12/2026,retentions,5911
03/06/2026,04/01/2027,retentions,6074
03/06/2026,11/01/2027,retentions,6396
03/06/2026,18/01/2027,retentions,6486
03/06/2026,25/01/2027,retentions,6410
03/06/2026,01/02/2027,retentions,6153
03/06/2026,08/02/2027,retentions,5661
03/06/2026,15/02/2027,retentions,6217
03/06/2026,22/02/2027,retentions,6123
03/06/2026,01/03/2027,retentions,6126
03/06/2026,08/03/2027,retentions,6309
03/06/2026,15/03/2027,retentions,6268
03/06/2026,22/03/2027,retentions,5743
03/06/2026,29/03/2027,retentions,5812
03/06/2026,05/04/2027,retentions,5957
03/06/2026,12/04/2027,retentions,6083
03/06/2026,19/04/2027,retentions,6500
03/06/2026,26/04/2027,retentions,6243
03/06/2026,04/05/2026,sales,10390
03/06/2026,11/05/2026,sales,12796
03/06/2026,18/05/2026,sales,11686
03/06/2026,25/05/2026,sales,10176
03/06/2026,01/06/2026,sales,12042
03/06/2026,08/06/2026,sales,12593
03/06/2026,15/06/2026,sales,11620
03/06/2026,22/06/2026,sales,12376
03/06/2026,29/06/2026,sales,10402
03/06/2026,06/07/2026,sales,8983
03/06/2026,13/07/2026,sales,10776
03/06/2026,20/07/2026,sales,11919
03/06/2026,27/07/2026,sales,12298
03/06/2026,03/08/2026,sales,11135
03/06/2026,10/08/2026,sales,12329
03/06/2026,17/08/2026,sales,12364
03/06/2026,24/08/2026,sales,11652
03/06/2026,31/08/2026,sales,12610
03/06/2026,07/09/2026,sales,12027
03/06/2026,14/09/2026,sales,10926
03/06/2026,21/09/2026,sales,10699
03/06/2026,28/09/2026,sales,12124
03/06/2026,05/10/2026,sales,10689
03/06/2026,12/10/2026,sales,12906
03/06/2026,19/10/2026,sales,13519
03/06/2026,26/10/2026,sales,14453
03/06/2026,02/11/2026,sales,15114
03/06/2026,09/11/2026,sales,16215
03/06/2026,16/11/2026,sales,16061
03/06/2026,23/11/2026,sales,14862
03/06/2026,30/11/2026,sales,16009
03/06/2026,07/12/2026,sales,16166
03/06/2026,14/12/2026,sales,15745
03/06/2026,21/12/2026,sales,14051
03/06/2026,28/12/2026,sales,12830
03/06/2026,04/01/2027,sales,12145
03/06/2026,11/01/2027,sales,13781
03/06/2026,18/01/2027,sales,14137
03/06/2026,25/01/2027,sales,13923
03/06/2026,01/02/2027,sales,14072
03/06/2026,08/02/2027,sales,13721
03/06/2026,15/02/2027,sales,12487
03/06/2026,22/02/2027,sales,11961
03/06/2026,01/03/2027,sales,12041
03/06/2026,08/03/2027,sales,11698
03/06/2026,15/03/2027,sales,12973
03/06/2026,22/03/2027,sales,14158
03/06/2026,29/03/2027,sales,13802
03/06/2026,05/04/2027,sales,13028
03/06/2026,12/04/2027,sales,13901
03/06/2026,19/04/2027,sales,13464
03/06/2026,26/04/2027,sales,12688
03/06/2026,04/05/2026,billing,15312
03/06/2026,11/05/2026,billing,16158
03/06/2026,18/05/2026,billing,16498
03/06/2026,25/05/2026,billing,15772
03/06/2026,01/06/2026,billing,15162
03/06/2026,08/06/2026,billing,14694
03/06/2026,15/06/2026,billing,15281
03/06/2026,22/06/2026,billing,15706
03/06/2026,29/06/2026,billing,16877
03/06/2026,06/07/2026,billing,16441
03/06/2026,13/07/2026,billing,14414
03/06/2026,20/07/2026,billing,12665
03/06/2026,27/07/2026,billing,12951
03/06/2026,03/08/2026,billing,13501
03/06/2026,10/08/2026,billing,14799
03/06/2026,17/08/2026,billing,15828
03/06/2026,24/08/2026,billing,15429
03/06/2026,31/08/2026,billing,15859
03/06/2026,07/09/2026,billing,15611
03/06/2026,14/09/2026,billing,15486
03/06/2026,21/09/2026,billing,14673
03/06/2026,28/09/2026,billing,15034
03/06/2026,05/10/2026,billing,14835
03/06/2026,12/10/2026,billing,15306
03/06/2026,19/10/2026,billing,15446
03/06/2026,26/10/2026,billing,15392
03/06/2026,02/11/2026,billing,15015
03/06/2026,09/11/2026,billing,14940
03/06/2026,16/11/2026,billing,15965
03/06/2026,23/11/2026,billing,16814
03/06/2026,30/11/2026,billing,18277
03/06/2026,07/12/2026,billing,17822
03/06/2026,14/12/2026,billing,17481
03/06/2026,21/12/2026,billing,16024
03/06/2026,28/12/2026,billing,16391
03/06/2026,04/01/2027,billing,16654
03/06/2026,11/01/2027,billing,17312
03/06/2026,18/01/2027,billing,16748
03/06/2026,25/01/2027,billing,15788
03/06/2026,01/02/2027,billing,15181
03/06/2026,08/02/2027,billing,15014
03/06/2026,15/02/2027,billing,15222
03/06/2026,22/02/2027,billing,15239
03/06/2026,01/03/2027,billing,15836
03/06/2026,08/03/2027,billing,15524
03/06/2026,15/03/2027,billing,15494
03/06/2026,22/03/2027,billing,15029
03/06/2026,29/03/2027,billing,15474
03/06/2026,05/04/2027,billing,15310
03/06/2026,12/04/2027,billing,15542
03/06/2026,19/04/2027,billing,15580
03/06/2026,26/04/2027,billing,15587
03/06/2026,04/05/2026,complaints,4018
03/06/2026,11/05/2026,complaints,3632
03/06/2026,18/05/2026,complaints,3649
03/06/2026,25/05/2026,complaints,3375
03/06/2026,01/06/2026,complaints,3485
03/06/2026,08/06/2026,complaints,3570
03/06/2026,15/06/2026,complaints,3826
03/06/2026,22/06/2026,complaints,3847
03/06/2026,29/06/2026,complaints,4020
03/06/2026,06/07/2026,complaints,4109
03/06/2026,13/07/2026,complaints,3640
03/06/2026,20/07/2026,complaints,3346
03/06/2026,27/07/2026,complaints,3329
03/06/2026,03/08/2026,complaints,3603
03/06/2026,10/08/2026,complaints,3539
03/06/2026,17/08/2026,complaints,3619
03/06/2026,24/08/2026,complaints,3467
03/06/2026,31/08/2026,complaints,3583
03/06/2026,07/09/2026,complaints,3704
03/06/2026,14/09/2026,complaints,3868
03/06/2026,21/09/2026,complaints,3936
03/06/2026,28/09/2026,complaints,3962
03/06/2026,05/10/2026,complaints,4258
03/06/2026,12/10/2026,complaints,4095
03/06/2026,19/10/2026,complaints,4129
03/06/2026,26/10/2026,complaints,4165
03/06/2026,02/11/2026,complaints,4248
03/06/2026,09/11/2026,complaints,3903
03/06/2026,16/11/2026,complaints,3956
03/06/2026,23/11/2026,complaints,4022
03/06/2026,30/11/2026,complaints,4381
03/06/2026,07/12/2026,complaints,4525
03/06/2026,14/12/2026,complaints,4418
03/06/2026,21/12/2026,complaints,4144
03/06/2026,28/12/2026,complaints,4109
03/06/2026,04/01/2027,complaints,4284
03/06/2026,11/01/2027,complaints,3928
03/06/2026,18/01/2027,complaints,3879
03/06/2026,25/01/2027,complaints,3702
03/06/2026,01/02/2027,complaints,3843
03/06/2026,08/02/2027,complaints,3811
03/06/2026,15/02/2027,complaints,3942
03/06/2026,22/02/2027,complaints,3848
03/06/2026,01/03/2027,complaints,3826
03/06/2026,08/03/2027,complaints,3866
03/06/2026,15/03/2027,complaints,3835
03/06/2026,22/03/2027,complaints,4046
03/06/2026,29/03/2027,complaints,4238
03/06/2026,05/04/2027,complaints,4459
03/06/2026,12/04/2027,complaints,4003
03/06/2026,19/04/2027,complaints,3852
03/06/2026,26/04/2027,complaints,3788
03/06/2026,04/05/2026,retentions,5532
03/06/2026,11/05/2026,retentions,5608
03/06/2026,18/05/2026,retentions,5843
03/06/2026,25/05/2026,retentions,5681
03/06/2026,01/06/2026,retentions,5528
03/06/2026,08/06/2026,retentions,5378
03/06/2026,15/06/2026,retentions,5556
03/06/2026,22/06/2026,retentions,5335
03/06/2026,29/06/2026,retentions,5421
03/06/2026,06/07/2026,retentions,5400
03/06/2026,13/07/2026,retentions,5296
03/06/2026,20/07/2026,retentions,5065
03/06/2026,27/07/2026,retentions,4954
03/06/2026,03/08/2026,retentions,5329
03/06/2026,10/08/2026,retentions,5558
03/06/2026,17/08/2026,retentions,6059
03/06/2026,24/08/2026,retentions,5856
03/06/2026,31/08/2026,retentions,5586
03/06/2026,07/09/2026,retentions,5305
03/06/2026,14/09/2026,retentions,5404
03/06/2026,21/09/2026,retentions,5234
03/06/2026,28/09/2026,retentions,5440
03/06/2026,05/10/2026,retentions,5664
03/06/2026,12/10/2026,retentions,5670
03/06/2026,19/10/2026,retentions,5607
03/06/2026,26/10/2026,retentions,5461
03/06/2026,02/11/2026,retentions,5498
03/06/2026,09/11/2026,retentions,5410
03/06/2026,16/11/2026,retentions,5785
03/06/2026,23/11/2026,retentions,6099
03/06/2026,30/11/2026,retentions,6561
03/06/2026,07/12/2026,retentions,6719
03/06/2026,14/12/2026,retentions,6637
03/06/2026,21/12/2026,retentions,6001
03/06/2026,28/12/2026,retentions,5586
03/06/2026,04/01/2027,retentions,5648
03/06/2026,11/01/2027,retentions,5799
03/06/2026,18/01/2027,retentions,5926
03/06/2026,25/01/2027,retentions,5886
03/06/2026,01/02/2027,retentions,5685
03/06/2026,08/02/2027,retentions,5533
03/06/2026,15/02/2027,retentions,5759
03/06/2026,22/02/2027,retentions,5688
03/06/2026,01/03/2027,retentions,5748
03/06/2026,08/03/2027,retentions,5709
