date,date_display,upper_bound,lower_bound,queue,demand,default_aht,default_occupancy,default_shrinkage,default_contracted_hours,default_opening_fte,work_type,concurrency,weekly_open_hours,target_service_level,target_answer_seconds,default_attrition,aht_seconds,occupancy,shrinkage,contracted_hours_per_week,base_layer,growth_layer,seasonality_layer,transformation_layer,operational_layer,resolved_forecast,resolved_demand,budgeted_fte,ai_deflection,demand_change,productivity_gain,aht_change,occupancy_change,shrinkage_change,effective_aht,effective_productive_hours,workload_hours,net_requirement,gross_requirement,average_interval_volume,erlang_uplift,available_supply,new_hires,manual_attrition,structural_attrition,total_attrition,attrition,productive_supply,fte_gap,budget_variance,requirement_vs_budget,repeat_demand,snapshot_date,budget_fte,budgeted_fte_new
19/10/2026,19/10/2026,4522,3825,complaints,4174,760,78,34,37.5,58,call,1,84,90,10,25,760,0.78,0.34,37.5,4174.0,4193.264615384615,4193.264615384615,3543.3086,3968.505632,3968.505632,4065.7324685671624,72.3,0.0,0.0,0.0,0.0,0.0,0.0,760.0,24.749999999999996,837.8,76.89,76.89,23.622057333333338,1.7716435141783995,52.0,0.0,0.0,0.0,0.0,0.0,52.0,-24.89,-20.3,-4.59,97.22683656716198,03/06/2026 16:51:47,,
26/10/2026,26/10/2026,4633,3936,complaints,4285,760,78,34,37.5,58,call,1,84,90,10,25,760,0.78,0.34,37.5,4285.0,4305.600961538462,4305.600961538462,3616.704807692308,4050.7093846153857,4050.7093846153857,4163.030811162458,73.0,0.0,0.0,0.0,0.0,0.0,0.0,760.0,24.749999999999996,855.15,78.34,78.34,24.11136538461539,1.7684141168991183,52.0,0.0,0.0,0.0,0.0,0.0,52.0,-26.34,-21.0,-5.34,112.32142654707314,03/06/2026 16:51:47,,
02/11/2026,02/11/2026,4783,4086,complaints,4434,760,78,34,37.5,58,call,1,84,90,10,25,760,0.78,0.34,37.5,4434.0,4456.169999999999,4456.169999999999,3720.901949999999,4167.410183999999,4167.410183999999,4289.154638855395,71.5,0.0,0.0,0.0,0.0,0.0,0.0,760.0,24.749999999999996,879.79,80.39,80.39,24.806012999999997,1.763994659184,51.0,0.0,0.0,1.0,1.0,1.0,51.0,-29.39,-20.5,-8.89,121.74445485539556,03/06/2026 16:51:47,,
09/11/2026,09/11/2026,4256,3559,complaints,3908,760,78,34,37.5,58,call,1,84,90,10,25,760,0.78,0.34,37.5,3908.0,3928.2915384615385,3928.2915384615385,3260.481976923077,3651.7398141538465,3651.7398141538465,3793.959363945731,77.9,0.0,0.0,0.0,0.0,0.0,0.0,760.0,24.749999999999996,770.92,71.29,71.29,21.736546512820514,1.7850913805135311,51.0,0.0,0.0,0.0,0.0,0.0,51.0,-20.29,-26.9,6.61,142.21954979188462,03/06/2026 16:51:47,,
16/11/2026,16/11/2026,4244,3547,complaints,3896,760,78,34,37.5,58,call,1,84,90,10,25,760,0.78,0.34,37.5,3896.0,3916.9784615384615,3916.9784615384615,3231.507230769231,3619.288098461539,3619.288098461539,3705.6981138555434,75.0,0.0,0.0,0.0,0.0,0.0,0.0,760.0,24.749999999999996,764.07,70.71,70.71,21.543381538461546,1.7865679314955023,51.0,0.0,0.0,0.0,0.0,0.0,51.0,-19.71,-24.0,4.29,86.41001539400419,03/06/2026 16:51:47,,
23/11/2026,23/11/2026,4494,3797,complaints,4146,760,78,34,37.5,58,call,1,84,90,10,25,760,0.78,0.34,37.5,4146.0,4169.121923076923,4169.121923076923,3418.679976923077,3828.9215741538464,3828.9215741538464,3910.72471448348,73.4,0.0,0.0,0.0,0.0,0.0,0.0,760.0,24.749999999999996,808.33,74.42,74.42,22.791199846153848,1.777363499536798,51.0,0.0,0.0,0.0,0.0,0.0,51.0,-23.42,-22.4,-1.02,81.80314032963297,03/06/2026 16:51:47,,
30/11/2026,30/11/2026,4948,4251,complaints,4600,760,78,34,37.5,58,call,1,84,90,10,25,760,0.78,0.34,37.5,4600.0,4626.538461538462,4626.538461538462,3793.7615384615383,4249.0129230769235,4249.0129230769235,4352.573471727305,72.1,0.0,0.0,0.0,0.0,0.0,0.0,760.0,24.749999999999996,897.01,81.83,81.83,25.291743589743593,1.7610131372470752,50.0,0.0,0.0,1.0,1.0,1.0,50.0,-31.83,-22.1,-9.73,103.56054865038188,03/06/2026 16:51:47,,
07/12/2026,07/12/2026,5186,4489,complaints,4838,760,78,34,37.5,58,call,1,84,90,10,25,760,0.78,0.34,37.5,4838.0,4866.841923076922,4866.841923076922,3990.810376923077,4469.707622153846,4469.707622153846,4628.096069309483,75.4,0.0,0.0,0.0,0.0,0.0,0.0,760.0,24.749999999999996,943.6,85.7,85.7,26.605402512820515,1.753362707516394,50.0,0.0,0.0,0.0,0.0,0.0,50.0,-35.7,-25.4,-10.3,158.3884471556367,03/06/2026 16:51:47,,
14/12/2026,14/12/2026,4863,4166,complaints,4514,760,78,34,37.5,58,call,1,84,90,10,25,760,0.78,0.34,37.5,4514.0,4541.778461538462,4541.778461538462,3724.258338461538,4171.169339076923,4171.169339076923,4357.817930043137,73.6,0.0,0.0,0.0,0.0,0.0,0.0,760.0,24.749999999999996,880.58,80.46,80.46,24.828388923076925,1.7638553912028487,50.0,0.0,0.0,0.0,0.0,0.0,50.0,-30.46,-23.6,-6.86,186.64859096621305,03/06/2026 16:51:47,,
21/12/2026,21/12/2026,4466,3769,complaints,4117,760,78,34,37.5,58,call,1,84,90,10,25,760,0.78,0.34,37.5,4117.0,4143.1271153846155,4143.1271153846155,3397.3642346153847,3805.047942769231,3805.047942769231,3957.3077047805127,74.4,0.0,0.0,0.0,0.0,0.0,0.0,760.0,24.749999999999996,803.29,74.0,74.0,22.6490948974359,1.7783732047568614,50.0,0.0,0.0,0.0,0.0,0.0,50.0,-24.0,-24.4,0.4,152.25976201128162,03/06/2026 16:51:47,,
28/12/2026,28/12/2026,4403,3706,complaints,4054,760,78,34,37.5,58,call,1,84,90,10,25,760,0.78,0.34,37.5,4054.0,4080.506923076923,4080.506923076923,3346.015676923077,3747.5375581538465,3747.5375581538465,3857.1753708461983,74.7,0.0,0.0,0.0,0.0,0.0,0.0,760.0,24.749999999999996,791.15,72.98,72.98,22.306771179487185,1.7808450292448708,49.0,0.0,0.0,1.0,1.0,1.0,49.0,-23.98,-25.7,1.72,109.637812692352,03/06/2026 16:51:47,,
04/01/2027,04/01/2027,4725,4029,complaints,4377,760,78,34,37.5,58,call,1,84,90,10,25,760,0.78,0.34,37.5,4377.0,4406.460576923077,4406.460576923077,3613.297673076923,3613.297673076923,3613.297673076923,3722.273111184605,,0.0,0.0,0.0,0.0,0.0,0.0,760.0,24.749999999999996,762.81,70.6,70.6,21.507724244505493,1.7868426681182987,49.0,0.0,0.0,0.0,0.0,0.0,49.0,-21.6,,,108.9754381076823,03/06/2026 16:51:47,,
11/01/2027,11/01/2027,4488,3791,complaints,4139,760,78,34,37.5,58,call,1,84,90,10,25,760,0.78,0.34,37.5,4139.0,4167.654615384616,4167.654615384616,3417.476784615385,3417.476784615385,3417.476784615385,3511.964004160576,,0.0,0.0,0.0,0.0,0.0,0.0,760.0,24.749999999999996,721.47,67.13,67.13,20.34212371794872,1.7962175110467895,49.0,0.0,0.0,0.0,0.0,0.0,49.0,-18.13,,,94.4872195451912,03/06/2026 16:51:47,,
18/01/2027,18/01/2027,4120,3423,complaints,3772,760,78,34,37.5,58,call,1,84,90,10,25,760,0.78,0.34,37.5,3772.0,3798.83923076923,3798.83923076923,3115.0481692307694,3115.0481692307694,3115.0481692307694,3188.9853778375445,,0.0,0.0,0.0,0.0,0.0,0.0,760.0,24.749999999999996,657.62,61.74,61.74,18.54195338827839,1.8123976675761253,49.0,0.0,0.0,0.0,0.0,0.0,49.0,-12.74,,,73.9372086067752,03/06/2026 16:51:47,,
25/01/2027,25/01/2027,4068,3371,complaints,3720,760,78,34,37.5,58,call,1,84,90,10,25,760,0.78,0.34,37.5,3720.0,3747.184615384615,3747.184615384615,3072.6913846153843,3072.6913846153843,3072.6913846153843,3117.5295661807363,,0.0,0.0,0.0,0.0,0.0,0.0,760.0,24.749999999999996,648.68,60.98,60.98,18.28982967032967,1.8148525842760657,48.0,0.0,0.0,1.0,1.0,1.0,48.0,-12.98,,,44.838181565352194,03/06/2026 16:51:47,,
01/02/2027,01/02/2027,4177,3480,complaints,3828,760,78,34,37.5,58,call,1,84,90,10,25,760,0.78,0.34,37.5,3828.0,3856.71,3856.71,3162.5022,3162.5022,3162.5022,3208.4254640694253,,0.0,0.0,0.0,0.0,0.0,0.0,760.0,24.749999999999996,667.64,62.59,62.59,18.824417857142855,1.8097061178695095,48.0,0.0,0.0,0.0,0.0,0.0,48.0,-14.59,,,45.92326406942541,03/06/2026 16:51:47,,
08/02/2027,08/02/2027,4043,3346,complaints,3695,760,78,34,37.5,58,call,1,84,90,10,25,760,0.78,0.34,37.5,3695.0,3723.4230769230767,3723.4230769230767,3053.206923076923,3053.206923076923,3053.206923076923,3107.370672977388,,0.0,0.0,0.0,0.0,0.0,0.0,760.0,24.749999999999996,644.57,60.63,60.63,18.173850732600737,1.8159989826856755,48.0,0.0,0.0,0.0,0.0,0.0,48.0,-12.63,,,54.16374990046484,03/06/2026 16:51:47,,
15/02/2027,15/02/2027,4646,3949,complaints,4297,760,78,34,37.5,58,call,1,84,90,10,25,760,0.78,0.34,37.5,4297.0,4330.880192307693,4330.880192307693,3551.321757692308,3551.321757692308,3551.321757692308,3595.6374966136177,,0.0,0.0,0.0,0.0,0.0,0.0,760.0,24.749999999999996,749.72,69.51,69.51,21.138819986263737,1.7897257213868292,48.0,0.0,0.0,0.0,0.0,0.0,48.0,-21.51,,,44.31573892130965,03/06/2026 16:51:47,,
22/02/2027,22/02/2027,4076,3379,complaints,3727,760,78,34,37.5,58,call,1,84,90,10,25,760,0.78,0.34,37.5,3727.0,3757.102692307693,3757.102692307693,3080.824207692308,3080.824207692308,3080.824207692308,3173.6688489797707,,0.0,0.0,0.0,0.0,0.0,0.0,760.0,24.749999999999996,650.4,61.13,61.13,18.338239331501832,1.8143772972759,48.0,0.0,0.0,0.0,0.0,0.0,48.0,-13.13,,,92.8446412874629,03/06/2026 16:51:47,,
01/03/2027,01/03/2027,4186,3489,complaints,3838,760,78,34,37.5,58,call,1,84,90,10,25,760,0.78,0.34,37.5,3838.0,3869.7373076923072,3869.7373076923072,3173.184592307692,3173.184592307692,3173.184592307692,3220.5725905392446,,0.0,0.0,0.0,0.0,0.0,0.0,760.0,24.749999999999996,669.89,62.78,62.78,18.888003525641025,1.8091085629300592,47.0,0.0,0.0,1.0,1.0,1.0,47.0,-15.78,,,47.3879982315527,03/06/2026 16:51:47,,
08/03/2027,08/03/2027,4135,3438,complaints,3787,760,78,34,37.5,58,call,1,84,90,10,25,760,0.78,0.34,37.5,3787.0,3819.0438461538465,3819.0438461538465,3131.6159538461543,3131.6159538461543,3131.6159538461543,3192.4929034355214,,0.0,0.0,0.0,0.0,0.0,0.0,760.0,24.749999999999996,661.12,62.03,62.03,18.640571153846157,1.8114510093523588,47.0,0.0,0.0,0.0,0.0,0.0,47.0,-15.03,,,60.87694958936691,03/06/2026 16:51:47,,
15/03/2027,15/03/2027,4160,3463,complaints,3812,760,78,34,37.5,58,call,1,84,90,10,25,760,0.78,0.34,37.5,3812.0,3844.9884615384617,3844.9884615384617,3152.890538461538,3152.890538461538,3152.890538461538,3210.006435066467,,0.0,0.0,0.0,0.0,0.0,0.0,760.0,24.749999999999996,665.61,62.41,62.41,18.767205586080586,1.8102463714427848,47.0,0.0,0.0,0.0,0.0,0.0,47.0,-15.41,,,57.11589660492872,03/06/2026 16:51:47,,
22/03/2027,22/03/2027,4433,3736,complaints,4085,760,78,34,37.5,58,call,1,84,90,10,25,760,0.78,0.34,37.5,4085.0,4121.136538461539,4121.136538461539,3379.331961538462,3379.331961538462,3379.331961538462,3438.4091537599884,,0.0,0.0,0.0,0.0,0.0,0.0,760.0,24.749999999999996,713.41,66.45,66.45,20.115071199633704,1.798137884416877,47.0,0.0,0.0,0.0,0.0,0.0,47.0,-19.45,,,59.07719222152619,03/06/2026 16:51:47,,
29/03/2027,29/03/2027,4448,3751,complaints,4099,760,78,34,37.5,58,call,1,84,90,10,25,760,0.78,0.34,37.5,4099.0,4136.048653846154,4136.048653846154,3391.5598961538462,3391.5598961538462,3391.5598961538462,3473.234256893022,,0.0,0.0,0.0,0.0,0.0,0.0,760.0,24.749999999999996,716.0,66.67,66.67,20.187856524725277,1.7975187509616075,46.0,0.0,0.0,1.0,1.0,1.0,46.0,-20.67,,,81.67436073917574,03/06/2026 16:51:47,,
05/04/2027,05/04/2027,4937,4240,complaints,4588,760,78,34,37.5,58,call,1,84,90,10,25,760,0.78,0.34,37.5,4588.0,4630.3507692307685,4630.3507692307685,3796.8876307692303,3796.8876307692303,3796.8876307692303,3886.8250387998783,,0.0,0.0,0.0,0.0,0.0,0.0,760.0,24.749999999999996,801.57,73.85,73.85,22.60052161172161,1.7787205168414997,46.0,0.0,0.0,0.0,0.0,0.0,46.0,-27.85,,,89.93740803064797,03/06/2026 16:51:47,,
12/04/2027,12/04/2027,4416,3719,complaints,4067,760,78,34,37.5,58,call,1,84,90,10,25,760,0.78,0.34,37.5,4067.0,4105.323653846154,4105.323653846154,3366.365396153846,3366.365396153846,3366.365396153846,3501.385457391858,,0.0,0.0,0.0,0.0,0.0,0.0,760.0,24.749999999999996,710.68,66.22,66.22,20.037889262820517,1.7987980984831704,46.0,0.0,0.0,0.0,0.0,0.0,46.0,-20.22,,,135.02006123801135,03/06/2026 16:51:47,,
19/04/2027,19/04/2027,4583,3886,complaints,4234,760,78,34,37.5,58,call,1,84,90,10,25,760,0.78,0.34,37.5,4234.0,4274.711538461538,4274.711538461538,3505.2634615384613,3505.2634615384613,3505.2634615384613,3593.880890326128,,0.0,0.0,0.0,0.0,0.0,0.0,760.0,24.749999999999996,740.0,68.69,68.69,20.86466346153846,1.7919176511855626,46.0,0.0,0.0,0.0,0.0,0.0,46.0,-22.69,,,88.61742878766633,03/06/2026 16:51:47,,
26/04/2027,26/04/2027,3983,3286,complaints,3634,760,78,34,37.5,58,call,1,84,90,10,25,760,0.78,0.34,37.5,3634.0,3669.6411538461543,3669.6411538461543,3009.1057461538467,3009.1057461538467,3009.1057461538467,3111.450693708796,,0.0,0.0,0.0,0.0,0.0,0.0,760.0,24.749999999999996,635.26,59.84,59.84,17.91134372710623,1.8186347443787831,46.0,0.0,0.0,0.0,0.0,0.0,46.0,-13.84,,,102.3449475549492,03/06/2026 16:51:47,,
04/05/2026,04/05/2026,5972,5217,retentions,5594,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5594.0,5594.0,5594.0,5398.21,5398.21,5398.21,5398.21,86.7,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,824.73,61.75,61.75,32.13220238095238,1.611642513387705,65.0,0.0,0.0,0.0,0.0,0.0,65.0,3.25,-21.7,24.95,0.0,03/06/2026 16:51:47,,
11/05/2026,11/05/2026,6030,5275,retentions,5653,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5653.0,5655.174230769231,5655.174230769231,5428.967261538462,5428.967261538462,5428.967261538462,5428.967261538462,89.5,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,829.43,62.07,62.07,32.31528131868132,1.6107371946026254,65.0,0.0,0.0,0.0,0.0,0.0,65.0,2.93,-24.5,27.43,0.0,03/06/2026 16:51:47,,
18/05/2026,18/05/2026,6342,5586,retentions,5964,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5964.0,5968.587692307693,5968.587692307693,5700.001246153847,5700.001246153847,5700.001246153847,5700.001246153847,90.7,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,870.83,64.86,64.86,33.928578846153854,1.6030789900416167,65.0,0.0,0.0,0.0,0.0,0.0,65.0,0.14,-25.7,25.84,0.0,03/06/2026 16:51:47,,
25/05/2026,25/05/2026,5904,5149,retentions,5526,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5526.0,5532.376153846153,5532.376153846153,5255.757346153845,5255.757346153845,5255.757346153845,5255.757346153845,88.6,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,802.96,60.28,60.28,31.28426991758241,1.6159386351312706,64.0,0.0,0.0,1.0,1.0,1.0,64.0,3.72,-24.6,28.32,0.0,03/06/2026 16:51:47,,
01/06/2026,01/06/2026,5756,5001,retentions,5379,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5379.0,5387.275384615385,5387.275384615385,5090.9752384615385,5600.072762307693,5600.072762307693,6160.080038538463,92.1,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,855.57,63.83,63.83,33.33376644230769,1.6058377450860273,64.0,0.0,0.0,0.0,0.0,0.0,64.0,0.17,-28.1,28.27,0.0,03/06/2026 16:51:47,,
08/06/2026,08/06/2026,6231,5476,retentions,5854,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5854.0,5865.257692307692,5865.257692307692,5513.342230769231,6064.676453846155,6064.676453846155,6671.144099230771,78.3,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,926.55,68.6,68.6,36.09926460622711,1.5935965160724397,64.0,0.0,0.0,0.0,0.0,0.0,64.0,-4.6,-14.3,9.7,0.0,03/06/2026 16:51:47,,
15/06/2026,15/06/2026,5874,5119,retentions,5496,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5496.0,5508.683076923077,5508.683076923077,5150.618676923077,5665.680544615386,5665.680544615386,6249.624292876757,88.9,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,865.59,64.5,64.5,33.724288956043964,1.6040182589334817,64.0,0.0,0.0,0.0,0.0,0.0,64.0,-0.5,-24.9,24.4,17.375693799831975,03/06/2026 16:51:47,,
22/06/2026,22/06/2026,5837,5082,retentions,5459,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5459.0,5473.697307692308,5473.697307692308,5090.538496153846,5599.592345769231,5599.592345769231,6160.191404459277,83.2,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,855.49,63.82,63.82,33.33090682005494,1.6058511861900375,64.0,0.0,0.0,0.0,0.0,0.0,64.0,0.18,-19.2,19.38,0.6398241131230206,03/06/2026 16:51:47,,
29/06/2026,29/06/2026,5776,5021,retentions,5398,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5398.0,5414.609230769231,5414.609230769231,5008.513538461539,5509.364892307693,5509.364892307693,6060.301381538462,87.5,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,841.71,62.89,62.89,32.79383864468865,1.6084066586829795,63.0,0.0,0.0,1.0,1.0,1.0,63.0,0.11,-24.5,24.61,0.0,03/06/2026 16:51:47,,
06/07/2026,06/07/2026,5870,5115,retentions,5492,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5492.0,5511.010769230769,5511.010769230769,5070.129907692308,5070.129907692308,5070.129907692308,5070.129907692308,88.5,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,774.6,58.36,58.36,30.17934468864469,1.6218062740784245,63.0,0.0,0.0,0.0,0.0,0.0,63.0,4.64,-25.5,30.14,0.0,03/06/2026 16:51:47,,
13/07/2026,13/07/2026,5552,4797,retentions,5175,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5175.0,5194.903846153846,5194.903846153846,4753.337019230768,4753.337019230768,4753.337019230768,4753.337019230768,87.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,726.2,55.08,55.08,28.29367273351648,1.6326028293487072,63.0,0.0,0.0,0.0,0.0,0.0,63.0,7.92,-24.0,31.92,0.0,03/06/2026 16:51:47,,
20/07/2026,20/07/2026,5202,4446,retentions,4824,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,4824.0,4844.409230769231,4844.409230769231,4408.4124,4408.4124,4408.4124,4408.4124,91.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,673.51,51.49,51.49,26.24055,1.645657505875139,63.0,0.0,0.0,0.0,0.0,0.0,63.0,11.51,-28.0,39.51,0.0,03/06/2026 16:51:47,,
27/07/2026,27/07/2026,5468,4713,retentions,5090,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5090.0,5113.492307692308,5113.492307692308,4627.710538461539,4627.710538461539,4627.710538461539,4627.710538461539,90.4,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,707.01,53.78,53.78,27.545896062271066,1.6371882313381223,62.0,0.0,0.0,1.0,1.0,1.0,62.0,8.22,-28.4,36.62,0.0,03/06/2026 16:51:47,,
03/08/2026,03/08/2026,5468,4713,retentions,5091,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5091.0,5116.454999999999,5116.454999999999,4604.809499999999,4466.665214999999,4466.665214999999,4466.665214999999,91.5,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,682.41,52.1,52.1,26.587292946428565,1.6433470646885275,62.0,0.0,0.0,0.0,0.0,0.0,62.0,9.9,-29.5,39.4,0.0,03/06/2026 16:51:47,,
10/08/2026,10/08/2026,5883,5128,retentions,5505,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5505.0,5534.642307692307,5534.642307692307,4953.504865384615,4804.899719423077,4804.899719423077,4804.899719423077,86.5,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,734.08,55.62,55.62,28.600593567994505,1.6307730386172934,62.0,0.0,0.0,0.0,0.0,0.0,62.0,6.38,-24.5,30.88,0.0,03/06/2026 16:51:47,,
17/08/2026,17/08/2026,6565,5810,retentions,6187,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,6187.0,6222.694230769231,6222.694230769231,5538.197865384615,5372.051929423077,5372.051929423077,5372.051929423077,89.1,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,820.73,61.48,61.48,31.97649957989927,1.6124185683081558,62.0,0.0,0.0,0.0,0.0,0.0,62.0,0.52,-27.1,27.62,0.0,03/06/2026 16:51:47,,
24/08/2026,24/08/2026,6167,5412,retentions,5789,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5789.0,5824.624615384616,5824.624615384616,5154.792784615385,5000.149001076924,5000.149001076924,5000.149001076924,91.9,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,763.91,57.64,57.64,29.76279167307693,1.6241027133803927,61.0,0.0,0.0,1.0,1.0,1.0,61.0,3.36,-30.9,34.26,0.0,03/06/2026 16:51:47,,
31/08/2026,31/08/2026,6189,5434,retentions,5811,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5811.0,5848.995000000001,5848.995000000001,5147.115600000001,4992.702132000001,4992.702132000001,4992.702132000001,82.7,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,762.77,57.56,57.56,29.71846507142858,1.6243499223869842,61.0,0.0,0.0,0.0,0.0,0.0,61.0,3.44,-21.7,25.14,0.0,03/06/2026 16:51:47,,
07/09/2026,07/09/2026,5765,5009,retentions,5387,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5387.0,5424.294615384616,5424.294615384616,4746.257788461539,4603.870054807693,4603.870054807693,4603.870054807693,87.9,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,703.37,53.53,53.53,27.403988421474363,1.6380795383440896,61.0,0.0,0.0,0.0,0.0,0.0,61.0,7.47,-26.9,34.37,0.0,03/06/2026 16:51:47,,
14/09/2026,14/09/2026,5673,4918,retentions,5296,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5296.0,5334.701538461538,5334.701538461538,4641.190338461538,4501.954628307692,4501.954628307692,4501.954628307692,85.4,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,687.8,52.47,52.47,26.797348978021972,1.6419692691836687,61.0,0.0,0.0,0.0,0.0,0.0,61.0,8.53,-24.4,32.93,0.0,03/06/2026 16:51:47,,
21/09/2026,21/09/2026,5439,4684,retentions,5061,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5061.0,5099.930769230769,5099.930769230769,4411.440115384616,4279.096911923077,4279.096911923077,4279.096911923077,88.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,653.75,50.14,50.14,25.47081495192307,1.6509540465653978,60.0,0.0,0.0,1.0,1.0,1.0,60.0,9.86,-28.0,37.86,0.0,03/06/2026 16:51:47,,
28/09/2026,28/09/2026,5965,5210,retentions,5588,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5588.0,5633.133846153846,5633.133846153846,4844.495107692308,4699.160254461539,4699.160254461539,4699.160254461539,85.5,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,717.93,54.52,54.52,27.97119199084249,1.6345577389927175,60.0,0.0,0.0,0.0,0.0,0.0,60.0,5.48,-25.5,30.98,0.0,03/06/2026 16:51:47,,
05/10/2026,05/10/2026,6167,5412,retentions,5789,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5789.0,5837.983846153847,5837.983846153847,4991.476188461539,4841.731902807693,4841.731902807693,4841.731902807693,87.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,739.71,56.0,56.0,28.819832754807695,1.629483921348176,60.0,0.0,0.0,0.0,0.0,0.0,60.0,4.0,-27.0,31.0,0.0,03/06/2026 16:51:47,,
12/10/2026,12/10/2026,6092,5337,retentions,5715,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5715.0,5765.55576923077,5765.55576923077,4900.7224038461545,4753.70073173077,4753.70073173077,4753.70073173077,91.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,726.26,55.08,55.08,28.29583768887363,1.6325898182207983,60.0,0.0,0.0,0.0,0.0,0.0,60.0,4.92,-31.0,35.92,0.0,03/06/2026 16:51:47,,
19/10/2026,19/10/2026,6121,5365,retentions,5743,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5743.0,5796.012307692307,5796.012307692307,4897.6304,4750.701488,4750.701488,4750.701488,86.5,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,725.8,55.05,55.05,28.277985047619048,1.6326971551391862,59.0,0.0,0.0,1.0,1.0,1.0,59.0,3.95,-27.5,31.45,0.0,03/06/2026 16:51:47,,
26/10/2026,26/10/2026,5995,5240,retentions,5617,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5617.0,5671.009615384615,5671.009615384615,4763.648076923077,4620.738634615384,4620.738634615384,4620.738634615384,86.2,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,705.95,53.7,53.7,27.504396634615382,1.63744817110098,59.0,0.0,0.0,0.0,0.0,0.0,59.0,5.3,-27.2,32.5,0.0,03/06/2026 16:51:47,,
02/11/2026,02/11/2026,5737,4981,retentions,5359,550,82,30,37.5,65,call,1,84,75,30,20,550,0.82,0.3,37.5,5359.0,5412.59,5412.59,4519.512650000001,4519.512650000001,4519.512650000001,4519.512650000001,88.7,0.0,0.0,0.0,0.0,0.0,0.0,550.0,26.25,690.48,52.65,52.65,26.901861011904764,1.6412897755555202,59.0,0.0,0.0,0.0,0.0,0.0,59.0,6.35,-29.7,36.05,0.0,03/06/2026 16:51:47,,
